mid,x,y,z,xxx,pitch,roll,yaw,vgx,vgy,vgz,templ,temph,tof,h,bat,baro,time,agx,agy,sgz
-1,-100,-100,-100,"-1,-1,-1",0,0,-41,0,0,0,78,82,164,70,78,56.32,38,-13.00,-6.00,-992.00,
-1,-100,-100,-100,"-1,-1,-1",0,0,-41,0,0,0,78,82,164,70,78,56.37,38,-11.00,-5.00,-1019.00,
-1,-100,-100,-100,"-1,-1,-1",0,0,-41,0,0,0,78,82,164,70,78,56.36,38,0.00,-19.00,-997.00,
-1,-100,-100,-100,"-1,-1,-1",0,0,-41,0,0,0,78,82,165,70,78,56.34,38,0.00,1.00,-1002.00,
-1,-100,-100,-100,"-1,-1,-1",0,0,-41,0,0,0,78,82,163,70,78,56.38,38,14.00,10.00,-1024.00,
-1,-100,-100,-100,"-1,-1,-1",0,0,-41,0,0,0,78,82,164,70,78,56.36,39,7.00,-12.00,-985.00,
-1,-100,-100,-100,"-1,-1,-1",0,0,-41,0,0,0,78,82,163,70,78,56.38,39,-4.00,-1.00,-1012.00,
-1,-100,-100,-100,"-1,-1,-1",0,0,-41,0,0,0,78,82,165,70,78,56.34,39,3.00,-37.00,-988.00,
-1,-100,-100,-100,"-1,-1,-1",0,0,-41,0,0,0,79,82,164,70,78,56.38,39,11.00,-24.00,-996.00,
-1,-100,-100,-100,"-1,-1,-1",0,0,-41,0,0,0,79,82,163,70,78,56.40,39,6.00,-6.00,-990.00,
-1,-100,-100,-100,"-1,-1,-1",0,0,-41,0,0,0,79,82,164,70,78,56.39,39,0.00,-15.00,-1000.00,
-1,-100,-100,-100,"-1,-1,-1",0,0,-41,0,0,0,79,82,164,70,78,56.42,39,3.00,-14.00,-1001.00,
-1,-100,-100,-100,"-1,-1,-1",0,0,-41,0,0,0,79,82,164,70,78,56.45,39,0.00,-18.00,-997.00,
-1,-100,-100,-100,"-1,-1,-1",0,0,-40,0,0,0,79,82,164,70,78,56.48,39,9.00,-19.00,-999.00,
-1,-100,-100,-100,"-1,-1,-1",0,0,-40,0,0,0,79,82,165,70,78,56.41,39,0.00,-3.00,-998.00,
-1,-100,-100,-100,"-1,-1,-1",0,0,-40,0,0,0,79,82,164,70,78,56.38,40,-3.00,5.00,-1026.00,
-1,-100,-100,-100,"-1,-1,-1",0,0,-40,0,0,0,79,82,164,70,78,56.40,40,13.00,-7.00,-1000.00,
-1,-100,-100,-100,"-1,-1,-1",0,0,-40,0,0,0,79,82,163,70,78,56.39,40,0.00,0.00,-989.00,
-1,-100,-100,-100,"-1,-1,-1",0,0,-40,0,0,0,78,81,164,70,78,56.42,40,-9.00,3.00,-991.00,
-1,-100,-100,-100,"-1,-1,-1",0,0,-40,0,0,0,78,81,165,70,77,56.44,40,-3.00,7.00,-1011.00,
-1,-100,-100,-100,"-1,-1,-1",0,0,-40,0,0,0,78,81,164,70,77,56.43,40,-3.00,7.00,-996.00,
-1,-100,-100,-100,"-1,-1,-1",0,0,-40,0,0,0,78,81,164,70,77,56.41,40,-7.00,-13.00,-996.00,
-1,-100,-100,-100,"-1,-1,-1",0,0,-40,0,0,0,78,81,163,70,77,56.47,40,6.00,1.00,-998.00,
-1,-100,-100,-100,"-1,-1,-1",0,0,-40,0,0,0,78,81,162,70,77,56.34,40,3.00,-6.00,-1008.00,
-1,-100,-100,-100,"-1,-1,-1",0,0,-40,0,0,0,78,81,165,70,77,56.41,40,1.00,-1.00,-1009.00,
-1,-100,-100,-100,"-1,-1,-1",0,0,-41,0,0,0,78,81,163,70,77,56.38,41,-4.00,-10.00,-1009.00,
-1,-100,-100,-100,"-1,-1,-1",0,0,-40,0,0,0,78,81,163,70,77,56.41,41,-6.00,-1.00,-1014.00,
-1,-100,-100,-100,"-1,-1,-1",0,0,-41,0,0,0,78,81,163,70,77,56.42,41,-9.00,-11.00,-990.00,
-1,-100,-100,-100,"-1,-1,-1",0,0,-41,0,0,0,77,81,163,70,77,56.41,41,-6.00,-5.00,-1001.00,
-1,-100,-100,-100,"-1,-1,-1",0,0,-41,0,0,0,77,81,165,70,77,56.40,41,0.00,-14.00,-997.00,
-1,-100,-100,-100,"-1,-1,-1",0,0,-41,0,0,0,77,81,164,70,77,56.43,41,-2.00,-6.00,-976.00,
-1,-100,-100,-100,"-1,-1,-1",0,0,-41,0,0,0,77,81,163,70,77,56.49,41,-10.00,-3.00,-1005.00,
-1,-100,-100,-100,"-1,-1,-1",0,0,-41,0,0,0,77,81,164,70,77,56.41,41,3.00,-19.00,-996.00,
-1,-100,-100,-100,"-1,-1,-1",0,0,-41,0,0,0,77,81,165,70,77,56.47,41,2.00,-6.00,-985.00,
-1,-100,-100,-100,"-1,-1,-1",0,0,-41,0,0,0,77,81,165,70,77,56.47,41,7.00,0.00,-1012.00,
-1,-100,-100,-100,"-1,-1,-1",0,0,-41,0,0,0,77,81,164,70,77,56.40,42,13.00,-1.00,-1010.00,
-1,-100,-100,-100,"-1,-1,-1",0,0,-41,0,0,0,77,81,165,70,77,56.48,42,11.00,-1.00,-1002.00,
-1,-100,-100,-100,"-1,-1,-1",0,0,-41,0,0,0,77,81,164,70,77,56.44,42,-6.00,10.00,-1007.00,
-1,-100,-100,-100,"-1,-1,-1",0,0,-41,0,0,0,77,81,164,70,77,56.39,42,-7.00,0.00,-1001.00,
-1,-100,-100,-100,"-1,-1,-1",0,0,-41,0,0,0,77,81,165,70,77,56.47,42,20.00,-31.00,-945.00,
-1,-100,-100,-100,"-1,-1,-1",0,0,-41,0,0,0,77,81,164,70,77,56.42,42,13.00,-6.00,-931.00,
-1,-100,-100,-100,"-1,-1,-1",0,0,-41,0,0,1,77,81,163,70,77,56.44,42,1.00,-15.00,-923.00,
-1,-100,-100,-100,"-1,-1,-1",0,0,-41,0,0,2,77,81,161,60,77,56.45,42,0.00,-15.00,-925.00,
-1,-100,-100,-100,"-1,-1,-1",0,0,-41,0,0,2,77,81,158,60,77,56.35,42,18.00,-1.00,-914.00,
-1,-100,-100,-100,"-1,-1,-1",0,0,-41,0,0,3,77,81,154,60,77,56.37,42,-6.00,2.00,-892.00,
-1,-100,-100,-100,"-1,-1,-1",0,0,-41,0,0,4,77,81,149,50,77,56.28,43,26.00,-10.00,-884.00,
-1,-100,-100,-100,"-1,-1,-1",0,0,-41,0,0,5,77,81,144,50,77,56.26,43,-4.00,2.00,-893.00,
-1,-100,-100,-100,"-1,-1,-1",0,0,-41,0,0,6,77,81,136,40,77,56.12,43,6.00,5.00,-890.00,
-1,-100,-100,-100,"-1,-1,-1",0,0,-41,0,0,7,78,82,129,40,77,56.07,43,-2.00,-6.00,-906.00,
-1,-100,-100,-100,"-1,-1,-1",0,0,-41,0,0,8,78,82,120,30,77,56.03,43,16.00,-6.00,-952.00,
-1,-100,-100,-100,"-1,-1,-1",0,0,-41,0,0,9,78,82,110,20,77,55.94,43,0.00,-16.00,-998.00,
-1,-100,-100,-100,"-1,-1,-1",0,0,-40,0,0,9,78,82,101,10,77,55.83,43,5.00,-11.00,-1020.00,
-1,-100,-100,-100,"-1,-1,-1",0,0,-41,0,0,8,78,82,93,0,77,55.78,43,-10.00,-11.00,-1061.00,
-1,-100,-100,-100,"-1,-1,-1",0,0,-41,0,0,8,78,82,84,0,77,55.67,43,-1.00,-4.00,-1069.00,
-1,-100,-100,-100,"-1,-1,-1",0,0,-41,0,0,7,78,82,77,-10,77,55.58,43,-17.00,-5.00,-1080.00,
-1,-100,-100,-100,"-1,-1,-1",0,0,-41,0,0,6,78,82,70,-10,77,55.47,44,-6.00,-20.00,-1063.00,
-1,-100,-100,-100,"-1,-1,-1",0,0,-41,0,0,5,78,82,64,-20,77,55.46,44,0.00,-20.00,-1065.00,
-1,-100,-100,-100,"-1,-1,-1",0,0,-41,0,0,5,78,82,58,-30,77,55.47,44,-1.00,-17.00,-1025.00,
-1,-100,-100,-100,"-1,-1,-1",0,0,-41,0,0,5,79,81,53,-30,77,55.37,44,-11.00,-9.00,-1028.00,
-1,-100,-100,-100,"-1,-1,-1",0,0,-41,0,0,4,79,81,48,-40,77,55.34,44,-6.00,-17.00,-1014.00,
-1,-100,-100,-100,"-1,-1,-1",0,0,-40,0,0,4,79,81,43,-40,77,55.36,44,-20.00,-1.00,-1025.00,
-1,-100,-100,-100,"-1,-1,-1",0,0,-40,0,0,4,79,81,38,-50,77,55.32,44,2.00,-21.00,-1006.00,
-1,-100,-100,-100,"-1,-1,-1",0,0,-40,0,0,4,79,81,34,-50,77,55.15,44,-10.00,-15.00,-1015.00,
-1,-100,-100,-100,"-1,-1,-1",0,0,-41,0,0,4,79,81,30,-60,77,55.18,44,0.00,-24.00,-988.00,
-1,-100,-100,-100,"-1,-1,-1",0,0,-41,0,0,4,79,81,25,-60,77,55.13,44,-4.00,-3.00,-995.00,
-1,-100,-100,-100,"-1,-1,-1",0,0,-40,0,0,4,79,81,20,-60,77,55.07,45,-5.00,-13.00,-1006.00,
-1,-100,-100,-100,"-1,-1,-1",0,0,-40,0,0,4,79,81,16,-70,77,54.81,45,-1.00,-14.00,-1024.00,
-1,-100,-100,-100,"-1,-1,-1",0,0,-41,0,0,4,79,81,11,-70,77,54.30,45,-2.00,-4.00,-1023.00,
-1,-100,-100,-100,"-1,-1,-1",0,0,-41,0,0,3,78,83,10,-80,77,53.49,45,0.00,-12.00,-1024.00,
-1,-100,-100,-100,"-1,-1,-1",0,0,-41,0,0,3,78,83,10,-80,77,52.03,45,-13.00,-9.00,-1060.00,
-1,-100,-100,-100,"-1,-1,-1",0,0,-41,0,0,2,78,83,10,-80,77,51.41,45,-22.00,-6.00,-1060.00,
-1,-100,-100,-100,"-1,-1,-1",-6,0,-42,0,0,0,78,83,10,0,77,53.64,45,-9.00,-16.00,-1071.00,
-1,-100,-100,-100,"-1,-1,-1",-1,0,-43,-1,0,0,78,83,10,0,77,54.10,45,26.00,15.00,-925.00,
-1,-100,-100,-100,"-1,-1,-1",0,0,-43,0,0,0,78,83,10,0,77,54.45,45,-240.00,49.00,-604.00,
-1,-100,-100,-100,"-1,-1,-1",0,0,-43,0,0,0,78,83,10,0,77,54.62,45,154.00,8.00,-806.00,
-1,-100,-100,-100,"-1,-1,-1",0,0,-43,-1,0,0,78,83,10,0,77,54.71,45,0.00,-1.00,-1002.00,
-1,-100,-100,-100,"-1,-1,-1",0,0,-43,-1,0,0,78,83,10,0,77,54.81,45,1.00,-4.00,-996.00,
-1,-100,-100,-100,"-1,-1,-1",0,0,-43,-1,0,0,78,83,10,0,77,54.84,45,-1.00,-15.00,-996.00,
-1,-100,-100,-100,"-1,-1,-1",0,0,-43,-1,0,0,78,82,10,0,77,54.90,45,6.00,-12.00,-999.00,
-1,-100,-100,-100,"-1,-1,-1",0,0,-43,-1,0,0,78,82,10,0,77,54.90,45,6.00,-6.00,-1000.00,
-1,-100,-100,-100,"-1,-1,-1",0,0,-43,-1,0,0,78,82,10,0,77,54.95,45,4.00,-4.00,-998.00,
-1,-100,-100,-100,"-1,-1,-1",0,0,-43,-1,0,0,78,82,10,0,77,54.91,45,3.00,-3.00,-998.00,
-1,-100,-100,-100,"-1,-1,-1",0,0,-43,-1,0,0,78,82,10,0,77,54.95,45,2.00,-1.00,-999.00,
-1,-100,-100,-100,"-1,-1,-1",0,0,-43,0,0,0,78,82,10,0,77,54.94,45,2.00,-3.00,-999.00,
-1,-100,-100,-100,"-1,-1,-1",0,0,-44,0,0,0,78,82,10,0,77,54.93,45,4.00,-3.00,-1000.00,
-1,-100,-100,-100,"-1,-1,-1",0,0,-44,0,0,0,78,82,10,0,77,54.92,45,2.00,-3.00,-1000.00,
-1,-100,-100,-100,"-1,-1,-1",0,0,-44,0,0,0,78,82,10,0,77,54.94,45,4.00,-2.00,-1001.00,
-1,-100,-100,-100,"-1,-1,-1",0,0,-44,0,0,0,78,82,10,0,77,54.96,45,3.00,-4.00,-999.00,
-1,-100,-100,-100,"-1,-1,-1",0,0,-44,0,0,0,77,82,10,0,77,54.96,45,3.00,-3.00,-999.00,
-1,-100,-100,-100,"-1,-1,-1",0,0,-44,0,0,0,77,82,10,0,76,54.99,45,4.00,-3.00,-998.00,
-1,-100,-100,-100,"-1,-1,-1",0,0,-44,0,0,0,77,82,10,0,76,55.01,45,4.00,-4.00,-999.00,
-1,-100,-100,-100,"-1,-1,-1",0,0,-44,0,0,0,77,82,10,0,76,54.98,45,2.00,-3.00,-998.00,
-1,-100,-100,-100,"-1,-1,-1",0,0,-44,0,0,0,77,82,10,0,76,55.03,45,3.00,-5.00,-999.00,
-1,-100,-100,-100,"-1,-1,-1",0,0,-44,0,0,0,77,82,10,0,76,54.99,45,2.00,-2.00,-1001.00,
-1,-100,-100,-100,"-1,-1,-1",0,0,-44,0,0,0,77,82,10,0,76,55.04,45,4.00,-4.00,-999.00,
-1,-100,-100,-100,"-1,-1,-1",0,0,-44,0,0,0,77,82,10,0,76,55.03,45,2.00,-4.00,-999.00,
-1,-100,-100,-100,"-1,-1,-1",0,0,-44,0,0,0,77,82,10,0,76,55.06,45,1.00,-5.00,-1002.00,
-1,-100,-100,-100,"-1,-1,-1",0,0,-44,0,0,0,77,82,10,0,76,55.02,45,3.00,-3.00,-997.00,
-1,-100,-100,-100,"-1,-1,-1",0,0,-44,0,0,0,78,82,10,0,76,55.07,45,1.00,-4.00,-1001.00,
-1,-100,-100,-100,"-1,-1,-1",0,0,-44,0,0,0,78,82,10,0,76,55.03,45,1.00,-1.00,-1001.00,
-1,-100,-100,-100,"-1,-1,-1",0,0,-44,0,0,0,78,82,10,0,76,55.06,45,3.00,-4.00,-1001.00,
-1,-100,-100,-100,"-1,-1,-1",0,0,-44,0,0,0,78,82,10,0,76,55.00,45,2.00,-4.00,-999.00,
-1,-100,-100,-100,"-1,-1,-1",0,0,-44,0,0,0,78,82,10,0,76,54.81,45,1.00,-2.00,-999.00,
-1,-100,-100,-100,"-1,-1,-1",0,0,-44,0,0,0,78,82,10,0,76,54.66,45,3.00,-3.00,-1000.00,
-1,-100,-100,-100,"-1,-1,-1",0,0,-44,0,0,0,78,82,10,0,76,54.73,45,3.00,-2.00,-999.00,
-1,-100,-100,-100,"-1,-1,-1",0,0,-44,0,0,0,78,82,10,0,76,54.78,45,3.00,-4.00,-1000.00,
-1,-100,-100,-100,"-1,-1,-1",0,0,-44,0,0,0,78,82,10,0,76,54.87,45,2.00,-2.00,-998.00,
-1,-100,-100,-100,"-1,-1,-1",0,0,-44,0,0,0,78,82,10,0,76,55.00,45,3.00,-3.00,-1001.00,
-1,-100,-100,-100,"-1,-1,-1",0,0,-44,0,0,0,79,81,10,0,76,54.99,45,3.00,-3.00,-1001.00,
-1,-100,-100,-100,"-1,-1,-1",0,0,-44,0,0,0,79,81,10,0,76,54.97,45,2.00,-3.00,-996.00,
-1,-100,-100,-100,"-1,-1,-1",0,0,-44,0,0,0,79,81,10,0,76,55.01,45,3.00,-3.00,-999.00,
-1,-100,-100,-100,"-1,-1,-1",0,0,-44,0,0,0,79,81,10,0,76,55.04,45,1.00,-3.00,-999.00,
-1,-100,-100,-100,"-1,-1,-1",0,0,-44,0,0,0,79,81,10,0,76,55.03,45,2.00,-2.00,-1001.00,
-1,-100,-100,-100,"-1,-1,-1",0,0,-44,0,0,0,79,81,10,0,76,55.04,45,2.00,-4.00,-998.00,
-1,-100,-100,-100,"-1,-1,-1",0,0,-44,0,0,0,79,81,10,0,76,55.08,45,4.00,-3.00,-999.00,
-1,-100,-100,-100,"-1,-1,-1",0,0,-44,0,0,0,79,81,10,0,76,55.05,45,2.00,-4.00,-999.00,
-1,-100,-100,-100,"-1,-1,-1",0,0,-44,0,0,0,79,81,10,0,76,55.07,45,2.00,-2.00,-1000.00,
-1,-100,-100,-100,"-1,-1,-1",0,0,-44,0,0,0,79,81,10,0,76,55.07,45,4.00,-2.00,-999.00,
-1,-100,-100,-100,"-1,-1,-1",0,0,-44,0,0,0,77,82,10,0,76,55.06,45,1.00,-3.00,-1000.00,
-1,-100,-100,-100,"-1,-1,-1",0,0,-44,0,0,0,77,82,10,0,76,55.10,45,1.00,-4.00,-999.00,
-1,-100,-100,-100,"-1,-1,-1",0,0,-44,0,0,0,77,82,10,0,76,55.06,45,3.00,-4.00,-999.00,
-1,-100,-100,-100,"-1,-1,-1",0,0,-44,0,0,0,77,82,10,0,76,55.05,45,2.00,-4.00,-1001.00,
-1,-100,-100,-100,"-1,-1,-1",0,0,-44,0,0,0,77,82,10,0,76,55.07,45,2.00,-3.00,-998.00,
-1,-100,-100,-100,"-1,-1,-1",0,0,-44,0,0,0,77,82,10,0,76,54.97,45,2.00,-3.00,-999.00,
-1,-100,-100,-100,"-1,-1,-1",0,0,-44,0,0,0,77,82,10,0,76,55.14,45,4.00,-3.00,-1000.00,
-1,-100,-100,-100,"-1,-1,-1",0,0,-44,0,0,0,77,82,10,0,76,55.11,45,3.00,-2.00,-1001.00,
-1,-100,-100,-100,"-1,-1,-1",0,0,-44,0,0,0,77,82,10,0,76,55.09,45,3.00,-3.00,-1000.00,
-1,-100,-100,-100,"-1,-1,-1",0,0,-44,0,0,0,77,82,10,0,76,55.13,45,4.00,-3.00,-998.00,
-1,-100,-100,-100,"-1,-1,-1",0,0,-43,0,0,0,78,82,10,0,76,55.20,45,3.00,-4.00,-1001.00,
-1,-100,-100,-100,"-1,-1,-1",0,0,-43,0,0,0,78,82,10,0,76,55.21,45,3.00,-3.00,-1001.00,
-1,-100,-100,-100,"-1,-1,-1",0,0,-43,0,0,0,78,82,10,0,76,55.26,45,1.00,-3.00,-1000.00,
-1,-100,-100,-100,"-1,-1,-1",0,0,-43,0,0,0,78,82,10,0,76,55.24,45,1.00,-3.00,-999.00,
-1,-100,-100,-100,"-1,-1,-1",0,0,-43,0,0,0,78,82,10,0,76,55.27,45,3.00,-4.00,-999.00,
-1,-100,-100,-100,"-1,-1,-1",0,0,-43,0,0,0,78,82,10,0,76,55.29,45,2.00,-2.00,-1001.00,
-1,-100,-100,-100,"-1,-1,-1",0,0,-43,0,0,0,78,82,10,0,76,55.26,45,3.00,-4.00,-1001.00,
-1,-100,-100,-100,"-1,-1,-1",0,0,-43,0,0,0,78,82,10,0,76,55.23,45,3.00,-5.00,-1000.00,
-1,-100,-100,-100,"-1,-1,-1",0,0,-43,0,0,0,78,82,10,0,76,55.26,45,4.00,-3.00,-998.00,
-1,-100,-100,-100,"-1,-1,-1",0,0,-43,0,0,0,78,82,10,0,76,55.32,45,4.00,-4.00,-1000.00,
-1,-100,-100,-100,"-1,-1,-1",0,0,-43,0,0,0,77,82,10,0,76,55.32,45,1.00,-2.00,-999.00,
-1,-100,-100,-100,"-1,-1,-1",0,0,-43,0,0,0,77,82,10,0,76,55.14,45,2.00,-3.00,-1001.00,
-1,-100,-100,-100,"-1,-1,-1",0,0,-43,0,0,0,77,82,10,0,76,55.23,45,0.00,-3.00,-1002.00,
-1,-100,-100,-100,"-1,-1,-1",0,0,-43,0,0,0,77,82,10,0,76,55.16,45,4.00,-3.00,-998.00,
-1,-100,-100,-100,"-1,-1,-1",0,0,-43,0,0,0,77,82,10,0,76,55.16,45,4.00,-2.00,-999.00,
-1,-100,-100,-100,"-1,-1,-1",0,0,-43,0,0,0,77,82,10,0,76,55.19,45,1.00,-3.00,-1001.00,
-1,-100,-100,-100,"-1,-1,-1",0,0,-43,0,0,0,77,82,10,0,76,55.16,45,2.00,-4.00,-1000.00,
-1,-100,-100,-100,"-1,-1,-1",0,0,-43,0,0,0,77,82,10,0,76,55.19,45,2.00,-4.00,-997.00,
-1,-100,-100,-100,"-1,-1,-1",0,0,-43,0,0,0,77,82,10,0,76,55.16,45,2.00,-4.00,-998.00,
-1,-100,-100,-100,"-1,-1,-1",0,0,-43,0,0,0,77,82,10,0,76,55.14,45,4.00,-3.00,-998.00,
-1,-100,-100,-100,"-1,-1,-1",0,0,-43,0,0,0,78,82,10,0,76,55.15,45,3.00,-3.00,-1001.00,
-1,-100,-100,-100,"-1,-1,-1",0,0,-43,0,0,0,78,82,10,0,76,55.17,45,4.00,-2.00,-1000.00,
-1,-100,-100,-100,"-1,-1,-1",0,0,-43,0,0,0,78,82,10,0,76,55.17,45,1.00,-4.00,-1000.00,
-1,-100,-100,-100,"-1,-1,-1",0,0,-43,0,0,0,78,82,10,0,76,55.09,45,3.00,-4.00,-999.00,
-1,-100,-100,-100,"-1,-1,-1",0,0,-43,0,0,0,78,82,10,0,76,55.14,45,2.00,-4.00,-999.00,
-1,-100,-100,-100,"-1,-1,-1",0,0,-43,0,0,0,78,82,10,0,76,55.14,45,2.00,-2.00,-1001.00,
-1,-100,-100,-100,"-1,-1,-1",0,0,-43,0,0,0,78,82,10,0,76,55.15,45,1.00,-3.00,-999.00,
-1,-100,-100,-100,"-1,-1,-1",0,0,-43,0,0,0,78,82,10,0,76,55.10,45,5.00,-3.00,-998.00,
-1,-100,-100,-100,"-1,-1,-1",0,0,-43,0,0,0,78,82,10,0,76,55.12,45,2.00,-3.00,-998.00,
-1,-100,-100,-100,"-1,-1,-1",0,0,-43,0,0,0,78,82,10,0,76,55.12,45,3.00,-4.00,-1000.00,
-1,-100,-100,-100,"-1,-1,-1",0,0,-43,0,0,0,78,82,10,0,76,55.09,45,2.00,-4.00,-999.00,
-1,-100,-100,-100,"-1,-1,-1",0,0,-43,0,0,0,78,82,10,0,76,55.07,45,4.00,-4.00,-998.00,
-1,-100,-100,-100,"-1,-1,-1",0,0,-43,0,0,0,78,82,10,0,76,55.06,45,4.00,-3.00,-997.00,
-1,-100,-100,-100,"-1,-1,-1",0,0,-43,0,0,0,78,82,10,0,76,55.06,45,0.00,-4.00,-998.00,
-1,-100,-100,-100,"-1,-1,-1",0,0,-43,0,0,0,78,82,10,0,76,55.07,45,3.00,-3.00,-999.00,
-1,-100,-100,-100,"-1,-1,-1",0,0,-43,0,0,0,78,82,10,0,76,55.02,45,1.00,-4.00,-1000.00,
-1,-100,-100,-100,"-1,-1,-1",0,0,-43,0,0,0,78,82,10,0,76,55.06,45,3.00,-4.00,-1000.00,
-1,-100,-100,-100,"-1,-1,-1",0,0,-43,0,0,0,78,82,10,0,76,55.05,45,1.00,-3.00,-998.00,
-1,-100,-100,-100,"-1,-1,-1",0,0,-43,0,0,0,78,82,10,0,76,55.09,45,2.00,-3.00,-998.00,
-1,-100,-100,-100,"-1,-1,-1",0,0,-43,0,0,0,78,82,10,0,76,55.04,45,4.00,-5.00,-1001.00,
-1,-100,-100,-100,"-1,-1,-1",0,0,-43,0,0,0,79,82,10,0,76,55.04,45,2.00,-2.00,-999.00,
-1,-100,-100,-100,"-1,-1,-1",0,0,-43,0,0,0,79,82,10,0,76,55.08,45,3.00,-3.00,-1001.00,
-1,-100,-100,-100,"-1,-1,-1",0,0,-43,0,0,0,79,82,10,0,76,55.05,45,3.00,-3.00,-998.00,
-1,-100,-100,-100,"-1,-1,-1",0,0,-43,0,0,0,79,82,10,0,76,55.02,45,2.00,-4.00,-999.00,
-1,-100,-100,-100,"-1,-1,-1",0,0,-43,0,0,0,79,82,10,0,76,55.05,45,3.00,-3.00,-998.00,
-1,-100,-100,-100,"-1,-1,-1",0,0,-43,0,0,0,79,82,10,0,76,55.03,45,3.00,-3.00,-1001.00,
-1,-100,-100,-100,"-1,-1,-1",0,0,-43,0,0,0,79,82,10,0,76,55.08,45,2.00,-2.00,-996.00,
-1,-100,-100,-100,"-1,-1,-1",0,0,-43,0,0,0,79,82,10,0,76,55.04,45,3.00,-2.00,-998.00,
-1,-100,-100,-100,"-1,-1,-1",0,0,-43,0,0,0,79,82,10,0,76,55.04,45,4.00,-3.00,-1000.00,
-1,-100,-100,-100,"-1,-1,-1",0,0,-43,0,0,0,79,82,10,0,76,55.06,45,2.00,-2.00,-999.00,
-1,-100,-100,-100,"-1,-1,-1",0,0,-43,0,0,0,79,82,10,0,76,55.11,45,2.00,-4.00,-1000.00,
-1,-100,-100,-100,"-1,-1,-1",0,0,-43,0,0,0,79,82,10,0,76,55.04,45,2.00,-4.00,-1000.00,
-1,-100,-100,-100,"-1,-1,-1",0,0,-43,0,0,0,79,82,10,0,76,55.04,45,3.00,-3.00,-1000.00,
-1,-100,-100,-100,"-1,-1,-1",0,0,-43,0,0,0,79,82,10,0,76,55.07,45,3.00,-2.00,-998.00,
-1,-100,-100,-100,"-1,-1,-1",0,0,-43,0,0,0,79,82,10,0,76,55.04,45,3.00,-3.00,-1000.00,
-1,-100,-100,-100,"-1,-1,-1",0,0,-43,0,0,0,79,82,10,0,76,55.08,45,3.00,-1.00,-998.00,
-1,-100,-100,-100,"-1,-1,-1",0,0,-43,0,0,0,79,82,10,0,76,55.07,45,3.00,-3.00,-1000.00,
-1,-100,-100,-100,"-1,-1,-1",0,0,-43,0,0,0,79,82,10,0,76,55.04,45,2.00,-4.00,-1001.00,
-1,-100,-100,-100,"-1,-1,-1",0,0,-43,0,0,0,79,82,10,0,76,55.08,45,3.00,-4.00,-1000.00,
-1,-100,-100,-100,"-1,-1,-1",0,0,-43,0,0,0,79,82,10,0,76,55.08,45,3.00,-3.00,-1000.00,
-1,-100,-100,-100,"-1,-1,-1",0,0,-43,0,0,0,78,83,10,0,76,55.07,45,3.00,-4.00,-997.00,
-1,-100,-100,-100,"-1,-1,-1",0,0,-43,0,0,0,78,83,10,0,76,55.04,45,3.00,-3.00,-1000.00,
-1,-100,-100,-100,"-1,-1,-1",0,0,-43,0,0,0,78,83,10,0,76,55.09,45,3.00,-5.00,-1000.00,
-1,-100,-100,-100,"-1,-1,-1",0,0,-43,0,0,0,78,83,10,0,76,55.06,45,1.00,-2.00,-997.00,
-1,-100,-100,-100,"-1,-1,-1",0,0,-43,0,0,0,78,83,10,0,76,55.09,45,3.00,-3.00,-999.00,
-1,-100,-100,-100,"-1,-1,-1",0,0,-43,0,0,0,78,83,10,0,76,55.11,45,2.00,-4.00,-1000.00,
-1,-100,-100,-100,"-1,-1,-1",0,0,-43,0,0,0,78,83,10,0,76,55.08,45,2.00,-4.00,-1000.00,
-1,-100,-100,-100,"-1,-1,-1",0,0,-43,0,0,0,78,83,10,0,76,55.05,45,3.00,-4.00,-1002.00,
-1,-100,-100,-100,"-1,-1,-1",0,0,-43,0,0,0,78,83,10,0,76,55.11,45,3.00,-2.00,-1002.00,
-1,-100,-100,-100,"-1,-1,-1",0,0,-43,0,0,0,78,83,10,0,76,55.13,45,2.00,-3.00,-999.00,
